shipment_id,order_date,promised_delivery_date,delivery_date,warehouse,region,carrier,product_category,quantity,inventory_on_hand,shipping_cost,delivery_status
SHP100223,2024-07-02,2024-07-10,2024-07-09,Toronto WH,Quebec,Canada Post,Medical Supplies,114,4486,290.48,On Time
SHP100224,2024-05-02,2024-05-08,2024-05-04,Toronto WH,Alberta,UPS,Home Goods,155,2430,275.3,On Time
SHP100225,2024-09-11,2024-09-14,2024-09-24,Calgary WH,Ontario,FedEx,Apparel,111,4111,285.77,Late
SHP100226,2024-10-20,2024-10-29,2024-10-29,Montreal WH,British Columbia,DHL,Apparel,168,3510,251.21,On Time
SHP100227,2024-10-06,2024-10-15,2024-10-20,Vancouver WH,Ontario,UPS,Electronics,142,845,118.46,Late
SHP100228,2024-11-20,2024-11-23,2024-12-01,Calgary WH,Ontario,FedEx,Apparel,100,4964,273.65,Late
SHP100229,2024-04-07,2024-04-15,2024-04-19,Vancouver WH,Quebec,UPS,Home Goods,197,567,294.87,Late
SHP100230,2024-07-16,2024-07-20,2024-07-30,Toronto WH,Quebec,UPS,Apparel,109,3688,118.02,Late
SHP100231,2024-08-27,2024-08-31,2024-09-04,Calgary WH,British Columbia,UPS,Medical Supplies,120,2179,92.96,Late
SHP100232,2024-05-23,2024-05-26,2024-05-30,Toronto WH,Quebec,UPS,Apparel,79,2019,173.14,Late
SHP100233,2024-04-06,2024-04-10,2024-04-13,Vancouver WH,Ontario,UPS,Apparel,134,3319,72.4,Late
SHP100234,2024-07-19,2024-07-26,2024-07-25,Vancouver WH,Ontario,UPS,Medical Supplies,161,2320,29.13,On Time
SHP100235,2024-05-03,2024-05-09,2024-05-10,Montreal WH,Quebec,UPS,Apparel,183,1646,284.83,Late
SHP100236,2024-07-05,2024-07-11,2024-07-18,Vancouver WH,Ontario,DHL,Apparel,19,4003,279.21,Late
SHP100237,2024-11-21,2024-11-24,2024-12-01,Toronto WH,Ontario,Canada Post,Electronics,127,3909,65.54,Late
SHP100238,2024-12-14,2024-12-19,2024-12-25,Vancouver WH,British Columbia,DHL,Home Goods,29,3420,134.17,Late
SHP100239,2024-09-15,2024-09-23,2024-09-25,Montreal WH,Quebec,UPS,Electronics,189,2531,252.69,Late
SHP100240,2024-05-27,2024-05-30,2024-06-07,Montreal WH,Ontario,UPS,Home Goods,198,356,205.08,Late
SHP100241,2024-09-08,2024-09-12,2024-09-17,Toronto WH,Quebec,DHL,Medical Supplies,24,3081,130.54,Late
SHP100242,2024-12-11,2024-12-19,2024-12-22,Calgary WH,British Columbia,DHL,Medical Supplies,151,2280,228.37,Late
SHP100243,2024-05-26,2024-05-31,2024-06-05,Vancouver WH,Quebec,Canada Post,Medical Supplies,10,4131,271.17,Late
SHP100244,2024-05-27,2024-05-31,2024-06-10,Montreal WH,Ontario,DHL,Home Goods,182,2460,279.32,Late
SHP100245,2024-12-17,2024-12-26,2024-12-28,Vancouver WH,Quebec,Canada Post,Home Goods,105,2787,126.08,Late
SHP100246,2024-07-17,2024-07-24,2024-07-26,Vancouver WH,Ontario,UPS,Home Goods,169,4209,68.6,Late
SHP100247,2024-11-03,2024-11-07,2024-11-12,Calgary WH,Ontario,FedEx,Medical Supplies,177,1197,275.59,Late
SHP100248,2024-05-07,2024-05-14,2024-05-09,Montreal WH,Ontario,FedEx,Home Goods,145,1278,45.92,On Time
SHP100249,2024-02-08,2024-02-16,2024-02-19,Vancouver WH,British Columbia,FedEx,Apparel,184,465,222.07,Late
SHP100250,2024-12-03,2024-12-10,2024-12-15,Montreal WH,Quebec,FedEx,Electronics,173,4000,59.34,Late
SHP100251,2024-12-25,2025-01-02,2024-12-31,Toronto WH,British Columbia,UPS,Medical Supplies,158,3348,129.03,On Time
SHP100252,2024-05-08,2024-05-16,2024-05-13,Toronto WH,Quebec,FedEx,Electronics,172,1487,135.24,On Time
SHP100253,2024-09-23,2024-10-01,2024-09-26,Vancouver WH,British Columbia,DHL,Apparel,55,4942,64.45,On Time
SHP100254,2024-05-30,2024-06-07,2024-06-08,Montreal WH,Alberta,DHL,Home Goods,147,4597,278.35,Late
SHP100255,2024-10-24,2024-11-01,2024-10-28,Vancouver WH,Ontario,FedEx,Electronics,157,4536,20.75,On Time
SHP100256,2024-04-08,2024-04-12,2024-04-13,Montreal WH,Ontario,DHL,Apparel,2,325,270.27,Late
SHP100257,2024-09-19,2024-09-27,2024-10-02,Montreal WH,British Columbia,Canada Post,Apparel,164,1765,267.47,Late
SHP100258,2024-09-08,2024-09-12,2024-09-16,Calgary WH,Alberta,UPS,Electronics,147,4162,108.75,Late
SHP100259,2024-05-23,2024-05-31,2024-06-03,Calgary WH,Ontario,FedEx,Medical Supplies,135,303,217.2,Late
SHP100260,2024-12-11,2024-12-18,2024-12-21,Calgary WH,Quebec,FedEx,Electronics,154,4579,90.79,Late
SHP100261,2024-04-21,2024-04-30,2024-04-24,Vancouver WH,British Columbia,UPS,Medical Supplies,111,1440,232.46,On Time
SHP100262,2024-02-29,2024-03-08,2024-03-04,Calgary WH,Ontario,DHL,Home Goods,38,148,177.11,On Time
SHP100263,2024-01-02,2024-01-07,2024-01-07,Calgary WH,Ontario,UPS,Medical Supplies,131,3034,104.06,On Time
SHP100264,2024-10-30,2024-11-07,2024-11-10,Toronto WH,British Columbia,UPS,Home Goods,102,2631,132.07,Late
SHP100265,2024-09-10,2024-09-18,2024-09-12,Montreal WH,British Columbia,DHL,Electronics,194,95,213.17,On Time
SHP100266,2024-05-19,2024-05-26,2024-05-27,Montreal WH,Quebec,UPS,Home Goods,95,3455,273.71,Late
SHP100267,2024-02-06,2024-02-12,2024-02-09,Calgary WH,Quebec,DHL,Apparel,92,4377,56.6,On Time
SHP100268,2024-06-08,2024-06-15,2024-06-14,Montreal WH,Ontario,DHL,Home Goods,71,2369,179.98,On Time
SHP100269,2024-01-09,2024-01-14,2024-01-11,Toronto WH,Ontario,UPS,Medical Supplies,171,3467,91.04,On Time
SHP100270,2024-08-20,2024-08-26,2024-08-24,Toronto WH,British Columbia,Canada Post,Medical Supplies,190,528,244.38,On Time
SHP100271,2024-04-08,2024-04-11,2024-04-21,Calgary WH,Ontario,DHL,Medical Supplies,199,2310,39.67,Late
SHP100272,2024-05-26,2024-05-29,2024-05-29,Toronto WH,Ontario,UPS,Home Goods,24,4675,212.91,On Time
SHP100273,2024-10-30,2024-11-04,2024-11-01,Montreal WH,British Columbia,DHL,Medical Supplies,167,1663,68.98,On Time
SHP100274,2024-07-26,2024-08-02,2024-08-03,Vancouver WH,Ontario,Canada Post,Medical Supplies,68,3364,186.99,Late
SHP100275,2024-05-10,2024-05-14,2024-05-16,Montreal WH,Ontario,Canada Post,Apparel,128,2341,253.99,Late
SHP100276,2024-05-31,2024-06-05,2024-06-02,Vancouver WH,Alberta,FedEx,Home Goods,93,4905,231.42,On Time
SHP100277,2024-02-23,2024-03-03,2024-03-01,Calgary WH,Quebec,DHL,Apparel,44,692,230.82,On Time
SHP100278,2024-04-29,2024-05-05,2024-05-05,Vancouver WH,British Columbia,DHL,Medical Supplies,133,4330,165.0,On Time
SHP100279,2024-06-09,2024-06-15,2024-06-13,Toronto WH,Alberta,UPS,Medical Supplies,55,951,269.41,On Time
SHP100280,2024-04-25,2024-05-03,2024-05-08,Montreal WH,Quebec,DHL,Medical Supplies,158,1360,184.67,Late
SHP100281,2024-03-15,2024-03-18,2024-03-23,Vancouver WH,Quebec,FedEx,Home Goods,29,538,276.91,Late
SHP100282,2024-04-22,2024-04-28,2024-05-04,Montreal WH,Quebec,Canada Post,Electronics,154,819,173.03,Late
SHP100283,2024-04-13,2024-04-18,2024-04-24,Calgary WH,Alberta,Canada Post,Medical Supplies,154,3162,161.67,Late
SHP100284,2024-12-05,2024-12-11,2024-12-15,Calgary WH,Alberta,FedEx,Medical Supplies,37,3925,82.26,Late
SHP100285,2024-09-10,2024-09-15,2024-09-24,Toronto WH,Quebec,DHL,Medical Supplies,115,271,172.54,Late
SHP100286,2024-08-14,2024-08-18,2024-08-28,Calgary WH,Ontario,DHL,Medical Supplies,181,1028,59.36,Late
SHP100287,2024-04-21,2024-04-29,2024-05-01,Vancouver WH,Ontario,FedEx,Home Goods,158,3665,263.51,Late
SHP100288,2024-04-08,2024-04-11,2024-04-18,Calgary WH,Alberta,UPS,Electronics,3,1242,209.25,Late
SHP100289,2024-06-01,2024-06-07,2024-06-04,Toronto WH,Alberta,Canada Post,Electronics,122,1141,298.22,On Time
SHP100290,2024-12-14,2024-12-19,2024-12-18,Montreal WH,Alberta,FedEx,Electronics,43,592,45.79,On Time
SHP100291,2024-12-03,2024-12-10,2024-12-11,Montreal WH,Quebec,FedEx,Medical Supplies,7,1605,87.39,Late
SHP100292,2024-07-12,2024-07-15,2024-07-18,Calgary WH,Ontario,DHL,Medical Supplies,125,4210,265.6,Late
SHP100293,2024-11-05,2024-11-09,2024-11-08,Vancouver WH,Alberta,Canada Post,Electronics,49,3377,130.67,On Time
SHP100294,2024-06-11,2024-06-16,2024-06-15,Toronto WH,Alberta,DHL,Electronics,121,4071,150.56,On Time
SHP100295,2024-07-26,2024-08-04,2024-08-06,Vancouver WH,British Columbia,FedEx,Medical Supplies,73,4302,260.98,Late
SHP100296,2024-06-17,2024-06-26,2024-06-24,Toronto WH,Quebec,UPS,Medical Supplies,41,3694,166.11,On Time
SHP100297,2024-06-09,2024-06-17,2024-06-23,Calgary WH,British Columbia,Canada Post,Apparel,106,2350,74.17,Late
SHP100298,2024-03-08,2024-03-16,2024-03-16,Toronto WH,Ontario,FedEx,Apparel,77,4207,269.77,On Time
SHP100299,2024-10-15,2024-10-19,2024-10-25,Toronto WH,British Columbia,FedEx,Apparel,182,1440,28.7,Late
SHP100300,2024-10-03,2024-10-07,2024-10-05,Calgary WH,British Columbia,UPS,Electronics,127,3626,270.71,On Time
SHP100301,2024-10-30,2024-11-07,2024-11-11,Vancouver WH,British Columbia,FedEx,Home Goods,197,1882,34.15,Late
SHP100302,2024-05-14,2024-05-20,2024-05-22,Calgary WH,Quebec,FedEx,Medical Supplies,91,3711,206.44,Late
SHP100303,2024-07-13,2024-07-19,2024-07-22,Toronto WH,Ontario,Canada Post,Apparel,155,184,40.07,Late
SHP100304,2024-05-07,2024-05-12,2024-05-20,Calgary WH,British Columbia,Canada Post,Home Goods,8,4996,217.74,Late
SHP100305,2024-02-02,2024-02-09,2024-02-06,Toronto WH,Quebec,Canada Post,Medical Supplies,32,220,29.51,On Time
SHP100306,2024-06-24,2024-06-29,2024-06-29,Calgary WH,Ontario,DHL,Home Goods,64,3188,255.89,On Time
SHP100307,2024-01-22,2024-01-29,2024-02-02,Montreal WH,Alberta,UPS,Electronics,138,1093,150.46,Late
SHP100308,2024-08-25,2024-08-29,2024-09-01,Montreal WH,British Columbia,Canada Post,Electronics,13,2945,46.17,Late
SHP100309,2024-06-06,2024-06-09,2024-06-17,Calgary WH,Ontario,DHL,Electronics,191,2474,217.91,Late
SHP100310,2024-02-07,2024-02-12,2024-02-15,Vancouver WH,British Columbia,DHL,Apparel,93,2615,157.0,Late
SHP100311,2024-08-17,2024-08-22,2024-08-31,Toronto WH,Alberta,UPS,Medical Supplies,163,2012,73.47,Late
SHP100312,2024-12-30,2025-01-06,2025-01-04,Montreal WH,Ontario,UPS,Electronics,61,2490,24.39,On Time
SHP100313,2024-02-20,2024-02-24,2024-02-29,Vancouver WH,Quebec,FedEx,Apparel,182,600,137.04,Late
SHP100314,2024-09-20,2024-09-24,2024-09-26,Toronto WH,Ontario,DHL,Apparel,8,1160,43.98,Late
SHP100315,2024-10-09,2024-10-18,2024-10-11,Montreal WH,Quebec,Canada Post,Apparel,29,4599,46.37,On Time
SHP100316,2024-01-27,2024-02-03,2024-02-01,Montreal WH,Ontario,UPS,Apparel,95,4313,94.85,On Time
SHP100317,2024-08-13,2024-08-17,2024-08-17,Calgary WH,Quebec,DHL,Electronics,41,2735,196.53,On Time
SHP100318,2024-10-03,2024-10-11,2024-10-13,Toronto WH,Alberta,Canada Post,Apparel,158,2218,168.37,Late
SHP100319,2024-10-12,2024-10-18,2024-10-21,Vancouver WH,Alberta,DHL,Electronics,149,4707,39.32,Late
SHP100320,2024-04-06,2024-04-15,2024-04-08,Vancouver WH,Alberta,UPS,Electronics,11,1152,291.16,On Time
SHP100321,2024-10-10,2024-10-18,2024-10-22,Vancouver WH,Ontario,FedEx,Apparel,2,56,268.41,Late
SHP100322,2024-11-12,2024-11-15,2024-11-19,Toronto WH,Alberta,DHL,Electronics,178,1204,92.58,Late
SHP100323,2024-10-30,2024-11-04,2024-11-09,Vancouver WH,British Columbia,Canada Post,Medical Supplies,169,4341,54.25,Late
SHP100324,2024-05-26,2024-06-04,2024-06-03,Vancouver WH,Alberta,UPS,Medical Supplies,194,143,283.87,On Time
SHP100325,2024-01-04,2024-01-07,2024-01-09,Vancouver WH,Quebec,FedEx,Home Goods,131,367,149.12,Late
SHP100326,2024-02-04,2024-02-09,2024-02-18,Calgary WH,Quebec,Canada Post,Medical Supplies,80,1482,107.13,Late
SHP100327,2024-07-10,2024-07-16,2024-07-12,Calgary WH,Quebec,Canada Post,Electronics,179,615,157.3,On Time
SHP100328,2024-02-18,2024-02-22,2024-03-02,Toronto WH,Ontario,Canada Post,Electronics,196,3638,236.37,Late
SHP100329,2024-01-17,2024-01-25,2024-01-20,Toronto WH,British Columbia,DHL,Medical Supplies,87,3328,67.15,On Time
SHP100330,2024-06-20,2024-06-27,2024-07-03,Vancouver WH,Alberta,UPS,Apparel,153,3227,234.9,Late
SHP100331,2024-08-07,2024-08-15,2024-08-13,Calgary WH,British Columbia,Canada Post,Apparel,158,1588,229.85,On Time
SHP100332,2024-06-06,2024-06-12,2024-06-19,Montreal WH,British Columbia,DHL,Electronics,106,2489,171.02,Late
SHP100333,2024-02-15,2024-02-18,2024-02-27,Montreal WH,Quebec,UPS,Apparel,139,3003,262.44,Late
SHP100334,2024-01-06,2024-01-13,2024-01-12,Vancouver WH,Quebec,UPS,Home Goods,17,698,57.0,On Time
SHP100335,2024-04-08,2024-04-12,2024-04-17,Vancouver WH,Quebec,DHL,Home Goods,154,4971,186.73,Late
SHP100336,2024-08-20,2024-08-26,2024-08-27,Calgary WH,Ontario,DHL,Medical Supplies,23,2823,145.82,Late
SHP100337,2024-02-06,2024-02-13,2024-02-15,Calgary WH,British Columbia,Canada Post,Medical Supplies,184,944,138.24,Late
SHP100338,2024-10-06,2024-10-12,2024-10-09,Calgary WH,British Columbia,UPS,Apparel,180,3881,90.72,On Time
SHP100339,2024-12-14,2024-12-20,2024-12-18,Toronto WH,Ontario,FedEx,Electronics,48,922,124.24,On Time
SHP100340,2024-10-28,2024-11-01,2024-11-04,Toronto WH,Ontario,DHL,Medical Supplies,20,1746,50.28,Late
SHP100341,2024-06-29,2024-07-08,2024-07-12,Vancouver WH,Ontario,UPS,Home Goods,2,4120,90.45,Late
SHP100342,2024-04-04,2024-04-09,2024-04-18,Toronto WH,British Columbia,UPS,Medical Supplies,88,2853,96.15,Late
SHP100343,2024-04-08,2024-04-15,2024-04-19,Calgary WH,British Columbia,Canada Post,Medical Supplies,31,1559,221.79,Late
SHP100344,2024-07-06,2024-07-10,2024-07-10,Calgary WH,Quebec,FedEx,Home Goods,155,1083,33.59,On Time
SHP100345,2024-04-25,2024-05-01,2024-05-02,Toronto WH,Quebec,Canada Post,Electronics,130,3538,202.33,Late
SHP100346,2024-07-09,2024-07-13,2024-07-16,Montreal WH,British Columbia,FedEx,Medical Supplies,78,433,81.99,Late
SHP100347,2024-09-09,2024-09-18,2024-09-12,Vancouver WH,Quebec,FedEx,Medical Supplies,4,2926,42.92,On Time
SHP100348,2024-06-09,2024-06-14,2024-06-17,Montreal WH,Ontario,DHL,Medical Supplies,141,1089,104.23,Late
SHP100349,2024-09-12,2024-09-20,2024-09-25,Vancouver WH,Alberta,UPS,Apparel,163,2957,82.85,Late
SHP100350,2024-11-18,2024-11-25,2024-11-21,Montreal WH,Quebec,UPS,Medical Supplies,128,2612,174.57,On Time
SHP100351,2024-05-07,2024-05-12,2024-05-14,Toronto WH,British Columbia,UPS,Home Goods,194,4191,120.07,Late
SHP100352,2024-01-18,2024-01-21,2024-01-20,Vancouver WH,Quebec,FedEx,Electronics,134,3759,290.48,On Time
SHP100353,2024-10-07,2024-10-14,2024-10-11,Vancouver WH,Quebec,UPS,Electronics,31,4263,289.79,On Time
SHP100354,2024-08-10,2024-08-15,2024-08-13,Vancouver WH,Quebec,DHL,Home Goods,138,2089,144.24,On Time
SHP100355,2024-02-23,2024-02-29,2024-03-02,Calgary WH,Alberta,FedEx,Apparel,21,1902,242.62,Late
SHP100356,2024-02-27,2024-03-05,2024-03-03,Calgary WH,Ontario,FedEx,Home Goods,23,2567,23.72,On Time
SHP100357,2024-11-18,2024-11-25,2024-11-27,Montreal WH,British Columbia,FedEx,Electronics,131,1998,173.39,Late
SHP100358,2024-12-25,2024-12-29,2025-01-01,Toronto WH,Alberta,FedEx,Home Goods,160,3114,228.12,Late
SHP100359,2024-06-22,2024-06-28,2024-07-05,Calgary WH,British Columbia,DHL,Apparel,148,2994,80.74,Late
SHP100360,2024-10-06,2024-10-09,2024-10-17,Vancouver WH,British Columbia,UPS,Electronics,29,2010,37.13,Late
SHP100361,2024-04-23,2024-05-01,2024-04-28,Calgary WH,British Columbia,DHL,Apparel,105,4844,63.66,On Time
SHP100362,2024-10-14,2024-10-23,2024-10-20,Toronto WH,Alberta,UPS,Home Goods,52,1891,143.72,On Time
SHP100363,2024-12-07,2024-12-12,2024-12-21,Calgary WH,Ontario,DHL,Medical Supplies,115,830,161.78,Late
SHP100364,2024-05-30,2024-06-03,2024-06-13,Vancouver WH,British Columbia,Canada Post,Home Goods,174,48,126.65,Late
SHP100365,2024-05-06,2024-05-11,2024-05-16,Montreal WH,Ontario,Canada Post,Apparel,162,4210,143.19,Late
SHP100366,2024-06-03,2024-06-06,2024-06-11,Vancouver WH,Ontario,Canada Post,Home Goods,101,1178,151.67,Late
SHP100367,2024-09-29,2024-10-02,2024-10-10,Toronto WH,Quebec,Canada Post,Medical Supplies,84,3033,235.44,Late
SHP100368,2024-04-13,2024-04-20,2024-04-23,Montreal WH,Alberta,FedEx,Apparel,61,70,49.47,Late
SHP100369,2024-10-25,2024-11-03,2024-11-02,Calgary WH,Alberta,FedEx,Home Goods,125,66,235.31,On Time
SHP100370,2024-09-02,2024-09-05,2024-09-15,Calgary WH,Quebec,DHL,Apparel,71,1777,212.82,Late
SHP100371,2024-06-24,2024-06-29,2024-06-26,Calgary WH,Quebec,DHL,Apparel,70,2228,227.67,On Time
SHP100372,2024-02-08,2024-02-14,2024-02-21,Montreal WH,Ontario,Canada Post,Electronics,139,1789,225.65,Late
SHP100373,2024-06-18,2024-06-24,2024-06-27,Vancouver WH,British Columbia,UPS,Electronics,108,612,151.77,Late
SHP100374,2024-09-03,2024-09-10,2024-09-08,Montreal WH,Alberta,Canada Post,Apparel,191,1886,79.19,On Time
SHP100375,2024-01-26,2024-02-03,2024-01-30,Montreal WH,British Columbia,DHL,Home Goods,21,1622,170.26,On Time
SHP100376,2024-12-20,2024-12-25,2025-01-03,Toronto WH,British Columbia,Canada Post,Home Goods,131,696,288.23,Late
SHP100377,2024-11-01,2024-11-06,2024-11-09,Montreal WH,Quebec,DHL,Home Goods,82,1237,184.79,Late
SHP100378,2024-01-13,2024-01-16,2024-01-26,Calgary WH,British Columbia,Canada Post,Medical Supplies,88,2406,23.09,Late
SHP100379,2024-11-11,2024-11-20,2024-11-15,Vancouver WH,Ontario,UPS,Apparel,111,248,36.72,On Time
SHP100380,2024-11-08,2024-11-13,2024-11-17,Vancouver WH,Quebec,Canada Post,Apparel,10,637,298.0,Late
SHP100381,2024-02-05,2024-02-09,2024-02-12,Vancouver WH,British Columbia,UPS,Medical Supplies,155,949,40.14,Late
SHP100382,2024-06-21,2024-06-29,2024-06-27,Calgary WH,Quebec,UPS,Apparel,12,1904,32.89,On Time
SHP100383,2024-01-20,2024-01-23,2024-01-25,Calgary WH,Ontario,DHL,Apparel,7,3587,118.85,Late
SHP100384,2024-11-16,2024-11-20,2024-11-25,Calgary WH,Ontario,UPS,Medical Supplies,145,1111,291.41,Late
SHP100385,2024-09-20,2024-09-27,2024-09-29,Calgary WH,British Columbia,FedEx,Electronics,193,175,109.23,Late
SHP100386,2024-05-21,2024-05-27,2024-06-03,Calgary WH,Quebec,FedEx,Apparel,192,722,134.77,Late
SHP100387,2024-05-22,2024-05-29,2024-05-24,Montreal WH,British Columbia,FedEx,Medical Supplies,114,3842,197.54,On Time
SHP100388,2024-04-01,2024-04-07,2024-04-11,Calgary WH,British Columbia,DHL,Home Goods,26,3674,26.75,Late
SHP100389,2024-12-19,2024-12-26,2024-12-25,Calgary WH,Quebec,FedEx,Electronics,15,4866,271.37,On Time
SHP100390,2024-11-17,2024-11-22,2024-11-22,Calgary WH,British Columbia,DHL,Home Goods,33,1947,165.44,On Time
SHP100391,2024-10-14,2024-10-18,2024-10-21,Calgary WH,Ontario,DHL,Apparel,62,702,150.71,Late
SHP100392,2024-08-02,2024-08-08,2024-08-09,Vancouver WH,Quebec,FedEx,Electronics,47,2128,261.0,Late
SHP100393,2024-12-07,2024-12-10,2024-12-10,Calgary WH,Quebec,UPS,Medical Supplies,95,926,286.86,On Time
SHP100394,2024-02-20,2024-02-24,2024-02-29,Montreal WH,Quebec,Canada Post,Apparel,35,4233,138.56,Late
SHP100395,2024-06-01,2024-06-04,2024-06-09,Montreal WH,Quebec,DHL,Medical Supplies,193,3504,68.28,Late
SHP100396,2024-07-04,2024-07-08,2024-07-06,Montreal WH,British Columbia,FedEx,Electronics,76,2517,248.4,On Time
SHP100397,2024-03-03,2024-03-07,2024-03-09,Toronto WH,British Columbia,DHL,Home Goods,123,2397,132.91,Late
SHP100398,2024-07-08,2024-07-15,2024-07-21,Vancouver WH,Ontario,UPS,Apparel,83,1149,281.95,Late
SHP100399,2024-05-04,2024-05-10,2024-05-11,Calgary WH,Alberta,UPS,Apparel,25,3380,285.97,Late
SHP100400,2024-05-29,2024-06-04,2024-06-03,Toronto WH,Alberta,FedEx,Medical Supplies,57,1878,52.15,On Time
SHP100401,2024-11-09,2024-11-18,2024-11-12,Calgary WH,Ontario,DHL,Electronics,32,1253,287.84,On Time
SHP100402,2024-02-27,2024-03-02,2024-03-12,Toronto WH,Alberta,Canada Post,Medical Supplies,63,1483,123.12,Late
SHP100403,2024-12-07,2024-12-12,2024-12-12,Toronto WH,Ontario,Canada Post,Electronics,12,309,200.95,On Time
SHP100404,2024-10-31,2024-11-05,2024-11-02,Montreal WH,British Columbia,DHL,Apparel,63,3952,29.73,On Time
SHP100405,2024-06-28,2024-07-01,2024-07-06,Montreal WH,Quebec,DHL,Electronics,77,3049,268.89,Late
SHP100406,2024-06-18,2024-06-21,2024-06-21,Toronto WH,Quebec,DHL,Apparel,92,1564,199.65,On Time
SHP100407,2024-11-21,2024-11-28,2024-12-05,Montreal WH,British Columbia,FedEx,Electronics,1,1500,200.2,Late
SHP100408,2024-09-27,2024-10-01,2024-09-30,Toronto WH,Quebec,UPS,Home Goods,179,4865,272.61,On Time
SHP100409,2024-02-23,2024-02-26,2024-03-04,Vancouver WH,Quebec,Canada Post,Electronics,70,15,162.34,Late
SHP100410,2024-04-10,2024-04-13,2024-04-16,Montreal WH,Alberta,FedEx,Home Goods,136,605,134.94,Late
SHP100411,2024-09-20,2024-09-28,2024-09-23,Montreal WH,British Columbia,DHL,Electronics,196,1381,262.52,On Time
SHP100412,2024-02-22,2024-02-26,2024-03-05,Montreal WH,Alberta,DHL,Electronics,133,4908,227.88,Late
SHP100413,2024-02-29,2024-03-07,2024-03-10,Vancouver WH,Alberta,UPS,Medical Supplies,86,3383,285.71,Late
SHP100414,2024-04-17,2024-04-20,2024-04-27,Toronto WH,Quebec,DHL,Medical Supplies,39,894,283.23,Late
SHP100415,2024-01-05,2024-01-12,2024-01-07,Calgary WH,Quebec,FedEx,Apparel,23,1567,127.05,On Time
SHP100416,2024-04-12,2024-04-18,2024-04-24,Montreal WH,British Columbia,FedEx,Medical Supplies,68,413,145.16,Late
SHP100417,2024-07-14,2024-07-21,2024-07-18,Toronto WH,Quebec,UPS,Electronics,180,4120,91.68,On Time
SHP100418,2024-09-18,2024-09-23,2024-09-23,Vancouver WH,Quebec,FedEx,Medical Supplies,4,2004,204.98,On Time
SHP100419,2024-12-30,2025-01-04,2025-01-07,Calgary WH,British Columbia,Canada Post,Electronics,126,315,122.07,Late
SHP100420,2024-12-15,2024-12-22,2024-12-26,Montreal WH,Quebec,FedEx,Home Goods,175,4666,240.11,Late
SHP100421,2024-02-16,2024-02-21,2024-02-21,Vancouver WH,Alberta,FedEx,Electronics,21,4820,54.03,On Time
SHP100422,2024-12-20,2024-12-26,2024-12-23,Vancouver WH,British Columbia,FedEx,Apparel,184,3055,52.59,On Time
SHP100423,2024-11-06,2024-11-10,2024-11-14,Calgary WH,Quebec,Canada Post,Home Goods,105,1849,77.25,Late
SHP100424,2024-11-03,2024-11-08,2024-11-10,Toronto WH,Ontario,DHL,Apparel,66,1953,43.6,Late
SHP100425,2024-05-23,2024-05-28,2024-05-27,Montreal WH,British Columbia,FedEx,Apparel,187,388,193.61,On Time
SHP100426,2024-09-25,2024-10-02,2024-10-02,Montreal WH,British Columbia,UPS,Apparel,7,2769,61.26,On Time
SHP100427,2024-05-03,2024-05-09,2024-05-15,Toronto WH,Ontario,Canada Post,Medical Supplies,49,4539,64.79,Late
SHP100428,2024-04-15,2024-04-24,2024-04-22,Toronto WH,Quebec,UPS,Apparel,16,3046,23.98,On Time
SHP100429,2024-06-06,2024-06-15,2024-06-19,Toronto WH,Quebec,FedEx,Home Goods,145,2415,238.99,Late
SHP100430,2024-05-26,2024-06-04,2024-06-01,Calgary WH,British Columbia,UPS,Electronics,84,2389,247.44,On Time
SHP100431,2024-05-24,2024-06-02,2024-05-29,Calgary WH,British Columbia,FedEx,Apparel,87,303,65.37,On Time
